winner,pokemon1_p1,pokemon2_p1,pokemon3_p1,pokemon4_p1,pokemon5_p1,pokemon6_p1,pokemon1_p2,pokemon2_p2,pokemon3_p2,pokemon4_p2,pokemon5_p2,pokemon6_p2
2,Tsareena,Clawitzer,Armarouge,Indeedee,Oranguru,Ursaluna,Landorus,Dragapult,Ogerpon,Grimmsnarl,Heatran,Iron Hands
1,Dragapult,Thundurus,Toxapex,Chansey,Great Tusk,Sableye,Vaporeon,Slowbro,Hariyama,Indeedee,Azumarill,Altaria
1,Tatsugiri,Decidueye,Indeedee,Cinderace,Dondozo,Sneasler,Baxcalibur,Ninetales,Flutter Mane,Chien,Dachsbun,Basculegion
1,Wyrdeer,Annihilape,Urshifu,Clefairy,Dondozo,Tatsugiri,Arcanine,Iron Hands,Baxcalibur,Ninetales,Gholdengo,Tornadus
2,Raichu,Falinks,Rotom,Overqwil,Flapple,Garchomp,Dragapult,Thundurus,Toxapex,Chansey,Great Tusk,Sableye
2,Ceruledge,Sinistcha,Landorus,Kingambit,Chansey,Ogerpon,Dondozo,Tatsugiri,Abomasnow,Iron Bundle,Dragonite,Ting
1,Chien,Arcanine,Iron Hands,Flutter Mane,Tornadus,Ogerpon,Ninetales,Empoleon,Roaring Moon,Sinistcha,Urshifu,Arcanine
1,Chien,Arcanine,Iron Hands,Flutter Mane,Tornadus,Ogerpon,Ninetales,Empoleon,Roaring Moon,Sinistcha,Urshifu,Arcanine
1,Iron Hands,Ogerpon,Cresselia,Ursaluna,Enamorus,Chien,Torterra,Rillaboom,Chien,Murkrow,Ninetales,Dragonite
2,Dusclops,Torkoal,Sinistcha,Empoleon,Ursaluna,Iron Hands,Tatsugiri,Decidueye,Indeedee,Cinderace,Dondozo,Sneasler
2,Fezandipiti,Garganacl,Ogerpon,Landorus,Flutter Mane,Urshifu,Mamoswine,Iron Hands,Tornadus,Grimmsnarl,Flutter Mane,Heatran
1,Tatsugiri,Decidueye,Indeedee,Cinderace,Dondozo,Sneasler,Cinderace,Greninja,Meowscarada,Goodra,Murkrow,Luxray
2,Fezandipiti,Ogerpon,Roaring Moon,Okidogi,Brambleghast,Chien,Wyrdeer,Annihilape,Urshifu,Clefairy,Dondozo,Tatsugiri
2,Leafeon,Delphox,Ampharos,Oricorio,Lilligant,Torkoal,Tatsugiri,Decidueye,Indeedee,Cinderace,Dondozo,Sneasler
2,Flutter Mane,Rillaboom,Chien,Tornadus,Urshifu,Arcanine,Moltres,Sinistcha,Ninetales,Landorus,Iron Hands,Heatran
2,Dragapult,Tatsugiri,Tornadus,Chi,Regieleki,Iron Hands,Clefairy,Ogerpon,Arcanine,Chien,Urshifu,Iron Hands
2,Moltres,Amoonguss,Grimmsnarl,Arcanine,Gholdengo,Iron Bundle,Ninetales,Baxcalibur,Heatran,Rillaboom,Gyarados,Clodsire
2,Kingambit,Amoonguss,Urshifu,Dragonite,Chien,Ogerpon,Dusclops,Hatterene,Iron Hands,Amoonguss,Arcanine,Urshifu
2,Kommo,Landorus,Clefairy,Sinistcha,Iron Hands,Snorlax,Weezing,Sinistcha,Ogerpon,Landorus,Empoleon,Iron Hands
1,Landorus,Tornadus,Iron Bundle,Iron Hands,Gholdengo,Grimmsnarl,Indeedee,Armarouge,Iron Hands,Flutter Mane,Torkoal,Chi
1,Persian,Arcanine,Milotic,Mimikyu,Appletun,Sneasler,Gothitelle,Urshifu,Flutter Mane,Torkoal,Sinistcha,Lycanroc
2,Maushold,Sinistcha,Lucario,Sableye,Glimmora,Garganacl,Persian,Arcanine,Milotic,Mimikyu,Appletun,Sneasler
2,Farigiraf,Chien,Ogerpon,Ursaluna,Urshifu,Gholdengo,Moltres,Amoonguss,Grimmsnarl,Arcanine,Gholdengo,Iron Bundle
1,Rillaboom,Tornadus,Urshifu,Flutter Mane,Landorus,Kingambit,Ogerpon,Farigiraf,Ursaluna,Torkoal,Weezing,Urshifu
2,Amoonguss,Iron Hands,Arcanine,Roaring Moon,Gholdengo,Milotic,Ogerpon,Landorus,Iron Hands,Flutter Mane,Roaring Moon,Gholdengo
1,Tornadus,Sinistcha,Basculegion,Iron Hands,Arcanine,Ninetales,Lycanroc,Iron Bundle,Tornadus,Urshifu,Farigiraf,Rillaboom
1,Iron Hands,Armarouge,Indeedee,Torkoal,Flutter Mane,Baxcalibur,Ursaluna,Thundurus,Arcanine,Ogerpon,Roaring Moon,Gholdengo
1,Ursaluna,Cresselia,Abomasnow,Iron Bundle,Urshifu,Iron Hands,Ogerpon,Landorus,Iron Hands,Flutter Mane,Roaring Moon,Gholdengo
1,Ninetales,Urshifu,Tornadus,Baxcalibur,Rillaboom,Ogerpon,Chien,Urshifu,Rillaboom,Arcanine,Flutter Mane,Tornadus
1,Sableye,Landorus,Bronzong,Arcanine,Ogerpon,Iron Valiant,Armarouge,Indeedee,Torkoal,Ursaluna,Gallade,Okidogi
2,Okidogi,Ninetales,Landorus,Sinistcha,Heatran,Roaring Moon,Landorus,Iron Hands,Heatran,Ogerpon,Flutter Mane,Cresselia
2,Ogerpon,Tornadus,Okidogi,Ursaluna,Heatran,Farigiraf,Arcanine,Chien,Rillaboom,Urshifu,Flutter Mane,Iron Hands
2,Brambleghast,Roaring Moon,Weezing,Flutter Mane,Urshifu,Heatran,Dusclops,Ursaluna,Vivillon,Sylveon,Heatran,Indeedee
1,Heatran,Rillaboom,Farigiraf,Urshifu,Chien,Dragonite,Kingambit,Urshifu,Landorus,Flutter Mane,Ogerpon,Tornadus
1,Iron Bundle,Heatran,Iron Hands,Chien,Dragonite,Landorus,Armarouge,Indeedee,Torkoal,Ursaluna,Gallade,Urshifu
2,Iron Treads,Gholdengo,Ursaluna,Ogerpon,Tornadus,Arcanine,Roaring Moon,Iron Hands,Milotic,Rillaboom,Gholdengo,Arcanine
2,Iron Hands,Armarouge,Gallade,Glastrier,Indeedee,Drifblim,Grimmsnarl,Moltres,Sinistcha,Arcanine,Flutter Mane,Urshifu
1,Ogerpon,Flutter Mane,Chien,Dragonite,Rillaboom,Heatran,Illumise,Enamorus,Landorus,Shiftry,Chi,Arcanine
2,Tornadus,Dondozo,Tatsugiri,Ogerpon,Chien,Iron Hands,Farigiraf,Clefairy,Ursaluna,Staraptor,Ogerpon,Weavile
1,Chien,Urshifu,Tornadus,Gholdengo,Flutter Mane,Landorus,Dondozo,Tatsugiri,Rillaboom,Volcarona,Kingambit,Clefairy
2,Urshifu,Landorus,Ogerpon,Thundurus,Rillaboom,Kingambit,Roaring Moon,Flutter Mane,Ursaluna,Ogerpon,Urshifu,Weezing
1,Roaring Moon,Weezing,Urshifu,Ogerpon,Indeedee,Landorus,Weezing,Landorus,Ogerpon,Heatran,Rillaboom,Iron Hands
1,Roaring Moon,Flutter Mane,Dragonite,Chien,Armarouge,Indeedee,Chien,Dragonite,Dondozo,Glimmora,Tatsugiri,Hippowdon
2,Lycanroc,Tornadus,Urshifu,Farigiraf,Sinistcha,Iron Bundle,Ogerpon,Landorus,Iron Hands,Flutter Mane,Roaring Moon,Gholdengo
1,Heatran,Flutter Mane,Amoonguss,Tornadus,Urshifu,Iron Hands,Kingambit,Urshifu,Rillaboom,Chien,Iron Bundle,Arcanine
1,Tornadus,Landorus,Rillaboom,Urshifu,Flutter Mane,Ogerpon,Gholdengo,Landorus,Ogerpon,Indeedee,Iron Bundle,Iron Hands
1,Heatran,Iron Bundle,Rillaboom,Gothitelle,Urshifu,Landorus,Dragonite,Chien,Dondozo,Tatsugiri,Flutter Mane,Chi
2,Dragonite,Chien,Amoonguss,Cresselia,Ursaluna,Iron Hands,Iron Hands,Oranguru,Indeedee,Armarouge,Annihilape,Greninja
1,Landorus,Iron Hands,Urshifu,Chien,Rillaboom,Sinistcha,Ursaluna,Indeedee,Armarouge,Hatterene,Torkoal,Lilligant
2,Weezing,Roaring Moon,Ogerpon,Gholdengo,Iron Hands,Urshifu,Chien,Tornadus,Rillaboom,Urshifu,Arcanine,Flutter Mane
1,Landorus,Grimmsnarl,Ogerpon,Heatran,Flutter Mane,Tornadus,Roaring Moon,Iron Hands,Heatran,Chien,Tornadus,Sinistcha
1,Dragonite,Chien,Rillaboom,Ogerpon,Farigiraf,Urshifu,Flutter Mane,Tornadus,Landorus,Ogerpon,Rillaboom,Urshifu
1,Tornadus,Iron Hands,Heatran,Annihilape,Amoonguss,Roaring Moon,Kommo,Tyranitar,Rillaboom,Flutter Mane,Arcanine,Iron Bundle
2,Flutter Mane,Gholdengo,Tornadus,Dondozo,Tatsugiri,Chi,Roaring Moon,Ogerpon,Landorus,Iron Hands,Chi,Flutter Mane
2,Staraptor,Urshifu,Farigiraf,Ursaluna,Scream Tail,Torkoal,Armarouge,Indeedee,Ursaluna,Urshifu,Chien,Ogerpon
2,Chien,Dragonite,Urshifu,Rillaboom,Heatran,Farigiraf,Landorus,Flutter Mane,Tornadus,Urshifu,Chi,Iron Hands
2,Flutter Mane,Rotom,Ogerpon,Arcanine,Rillaboom,Kommo,Orthworm,Dragonite,Flutter Mane,Arcanine,Iron Bundle,Amoonguss
1,Flutter Mane,Landorus,Chien,Urshifu,Rillaboom,Heatran,Dondozo,Tatsugiri,Glimmora,Maushold,Flutter Mane,Tornadus
2,Iron Hands,Torkoal,Rillaboom,Flutter Mane,Dragapult,Chi,Chi,Tornadus,Landorus,Flutter Mane,Ogerpon,Urshifu
1,Tornadus,Urshifu,Amoonguss,Gholdengo,Landorus,Arcanine,Sableye,Iron Hands,Baxcalibur,Arcanine,Empoleon,Sinistcha
1,Tornadus,Dondozo,Tatsugiri,Ogerpon,Chien,Iron Hands,Gastrodon,Landorus,Farigiraf,Chi,Flutter Mane,Rillaboom
1,Chien,Flutter Mane,Rillaboom,Urshifu,Tornadus,Arcanine,Ogerpon,Landorus,Iron Hands,Flutter Mane,Roaring Moon,Gholdengo
2,Glimmora,Chi,Dondozo,Tatsugiri,Flutter Mane,Iron Hands,Farigiraf,Landorus,Urshifu,Arcanine,Iron Bundle,Rillaboom
2,Urshifu,Tornadus,Landorus,Politoed,Scizor,Gastrodon,Iron Treads,Gholdengo,Tauros,Ursaluna,Amoonguss,Tornadus
1,Maushold,Annihilape,Armarouge,Indeedee,Sylveon,Cresselia,Urshifu,Farigiraf,Flutter Mane,Chi,Empoleon,Meowscarada
1,Ogerpon,Landorus,Iron Hands,Flutter Mane,Roaring Moon,Gholdengo,Ursaluna,Urshifu,Landorus,Dusclops,Iron Hands,Ogerpon
1,Landorus,Flutter Mane,Tornadus,Amoonguss,Urshifu,Iron Hands,Landorus,Tornadus,Chi,Ogerpon,Flutter Mane,Chien
1,Arcanine,Chien,Rillaboom,Ogerpon,Flutter Mane,Urshifu,Flutter Mane,Chi,Ogerpon,Landorus,Chien,Dragonite
1,Landorus,Iron Hands,Sinistcha,Heatran,Ogerpon,Chien,Kingambit,Ogerpon,Landorus,Iron Hands,Chi,Flutter Mane
1,Decidueye,Inteleon,Ursaluna,Basculegion,Arcanine,Amoonguss,Ninetales,Urshifu,Weezing,Iron Bundle,Ogerpon,Sableye
2,Ninetales,Arcanine,Iron Hands,Sinistcha,Cresselia,Ursaluna,Kleavor,Tatsugiri,Dondozo,Amoonguss,Flutter Mane,Arcanine
2,Tornadus,Urshifu,Ogerpon,Flutter Mane,Landorus,Iron Hands,Illumise,Enamorus,Landorus,Shiftry,Chi,Arcanine
1,Shiftry,Tornadus,Landorus,Iron Hands,Indeedee,Chi,Landorus,Iron Hands,Sinistcha,Heatran,Ogerpon,Chien
1,Snorlax,Clefairy,Arbok,Farigiraf,Slowking,Maushold,Blissey,Ambipom,Mamoswine,Torterra,Altaria,Arbok
1,Oranguru,Bellibolt,Amoonguss,Ursaluna,Urshifu,Hatterene,Houndstone,Tyranitar,Sinistcha,Enamorus,Goodra,Landorus
2,Dragonite,Chien,Farigiraf,Urshifu,Rillaboom,Heatran,Landorus,Tornadus,Iron Bundle,Iron Hands,Gholdengo,Grimmsnarl
2,Ogerpon,Chi,Tornadus,Flutter Mane,Gholdengo,Landorus,Flutter Mane,Landorus,Ogerpon,Kingambit,Weezing,Grimmsnarl
1,Oranguru,Bellibolt,Amoonguss,Ursaluna,Urshifu,Hatterene,Flamigo,Amoonguss,Annihilape,Maushold,Arcanine,Armarouge
2,Gholdengo,Iron Hands,Amoonguss,Iron Bundle,Pelipper,Salamence,Ogerpon,Chi,Tornadus,Flutter Mane,Gholdengo,Landorus
1,Ninetales,Roaring Moon,Gholdengo,Heatran,Iron Hands,Ogerpon,Armarouge,Indeedee,Torkoal,Lilligant,Enamorus,Ursaluna
1,Arcanine,Rillaboom,Chien,Tornadus,Urshifu,Gholdengo,Flutter Mane,Chi,Ogerpon,Iron Hands,Landorus,Rillaboom
2,Ursaluna,Cresselia,Okidogi,Enamorus,Ogerpon,Tornadus,Muk,Annihilape,Ogerpon,Maushold,Tornadus,Flutter Mane
2,Farigiraf,Dragonite,Chien,Urshifu,Ogerpon,Ursaluna,Torkoal,Dondozo,Indeedee,Armarouge,Ursaluna,Tatsugiri
1,Dragapult,Dragonite,Sinistcha,Chien,Heatran,Cresselia,Kingambit,Murkrow,Chi,Shiftry,Urshifu,Roaring Moon
2,Salamence,Pelipper,Gholdengo,Iron Bundle,Iron Hands,Amoonguss,Amoonguss,Heatran,Landorus,Iron Hands,Flutter Mane,Roaring Moon
2,Ninetales,Glimmora,Tatsugiri,Dondozo,Urshifu,Articuno,Urshifu,Iron Hands,Flutter Mane,Chi,Tornadus,Landorus
2,Slaking,Weezing,Milotic,Heatran,Flutter Mane,Rillaboom,Ogerpon,Chi,Tornadus,Flutter Mane,Gholdengo,Landorus
1,Persian,Arcanine,Milotic,Mimikyu,Appletun,Sneasler,Regieleki,Flutter Mane,Farigiraf,Gastrodon,Arcanine,Cramorant
1,Arcanine,Rillaboom,Chien,Tornadus,Urshifu,Gholdengo,Heatran,Chien,Dragonite,Farigiraf,Rillaboom,Urshifu
1,Iron Bundle,Rotom,Kingambit,Indeedee,Flutter Mane,Landorus,Chi,Flutter Mane,Tinkaton,Gothitelle,Dondozo,Gholdengo
2,Iron Hands,Ogerpon,Zapdos,Flutter Mane,Corviknight,Tornadus,Urshifu,Tornadus,Regidrago,Rillaboom,Arcanine,Gholdengo
1,Munkidori,Sableye,Arcanine,Farigiraf,Annihilape,Magnezone,Grimmsnarl,Landorus,Iron Hands,Kingambit,Sinistcha,Heatran
2,Kommo,Tyranitar,Rillaboom,Flutter Mane,Arcanine,Iron Bundle,Sylveon,Sinistcha,Houndoom,Iron Hands,Empoleon,Goodra
1,Ursaluna,Sylveon,Sableye,Landorus,Kommo,Roaring Moon,Talonflame,Kingambit,Flutter Mane,Ogerpon,Iron Hands,Landorus
2,Heatran,Farigiraf,Tornadus,Iron Hands,Landorus,Ogerpon,Urshifu,Iron Hands,Flutter Mane,Landorus,Tornadus,Amoonguss
2,Rillaboom,Urshifu,Ogerpon,Flutter Mane,Tornadus,Landorus,Torkoal,Maushold,Bruxish,Urshifu,Cresselia,Ursaluna
1,Kommo,Tyranitar,Rillaboom,Flutter Mane,Arcanine,Iron Bundle,Quaquaval,Amoonguss,Spectrier,Tornadus,Espathra,Pelipper
1,Iron Bundle,Rotom,Kingambit,Indeedee,Flutter Mane,Landorus,Ogerpon,Salamence,Politoed,Great Tusk,Flutter Mane,Kingambit
1,Ogerpon,Flutter Mane,Chi,Landorus,Iron Hands,Kingambit,Flutter Mane,Chien,Tornadus,Ogerpon,Urshifu,Landorus
1,Flutter Mane,Iron Hands,Heatran,Ogerpon,Landorus,Amoonguss,Tornadus,Landorus,Iron Bundle,Gholdengo,Annihilape,Maushold
1,Golduck,Dondozo,Goodra,Indeedee,Tatsugiri,Cresselia,Chien,Dragonite,Heatran,Rillaboom,Urshifu,Farigiraf
1,Arcanine,Chien,Ninetales,Ogerpon,Ursaluna,Farigiraf,Clefairy,Oranguru,Enamorus,Bruxish,Ursaluna,Urshifu
1,Palafin,Iron Hands,Landorus,Volcarona,Sinistcha,Iron Bundle,Golduck,Dondozo,Goodra,Indeedee,Tatsugiri,Cresselia
2,Klawf,Tornadus,Dondozo,Tatsugiri,Maushold,Gholdengo,Rillaboom,Ceruledge,Flutter Mane,Urshifu,Roaring Moon,Sandy Shocks
1,Kommo,Clefairy,Landorus,Iron Hands,Scizor,Sinistcha,Flutter Mane,Landorus,Tornadus,Urshifu,Chien,Ogerpon
2,Gliscor,Indeedee,Sinistcha,Chi,Flutter Mane,Gyarados,Grimmsnarl,Flutter Mane,Rillaboom,Arcanine,Milotic,Urshifu
1,Ogerpon,Tyranitar,Kommo,Rillaboom,Sinistcha,Grimmsnarl,Golduck,Dondozo,Goodra,Indeedee,Tatsugiri,Cresselia
2,Clefairy,Chi,Heatran,Tornadus,Urshifu,Ting,Dondozo,Gliscor,Blissey,Toxapex,Clefable,Talonflame
2,Muk,Slowbro,Salazzle,Oranguru,Iron Hands,Overqwil,Muk,Annihilape,Ogerpon,Maushold,Tornadus,Flutter Mane
1,Tornadus,Arcanine,Iron Hands,Gholdengo,Urshifu,Ogerpon,Tornadus,Chi,Rillaboom,Flutter Mane,Kingambit,Sneasler
2,Salamence,Gholdengo,Amoonguss,Landorus,Tornadus,Urshifu,Tyranitar,Kommo,Sinistcha,Empoleon,Arcanine,Mandibuzz
2,Kommo,Chandelure,Snorlax,Farigiraf,Rillaboom,Regieleki,Lilligant,Torkoal,Tinkaton,Goodra,Ogerpon,Clefable
1,Tornadus,Arcanine,Iron Hands,Gholdengo,Urshifu,Ogerpon,Wo,Palafin,Chi,Flutter Mane,Garganacl,Iron Hands
1,Iron Hands,Urshifu,Landorus,Tornadus,Rillaboom,Flutter Mane,Sneasler,Uxie,Ursaluna,Flutter Mane,Urshifu,Ogerpon
2,Indeedee,Armarouge,Kingambit,Torkoal,Enamorus,Lilligant,Grimmsnarl,Ursaluna,Landorus,Iron Hands,Sinistcha,Regieleki
1,Mamoswine,Iron Hands,Tornadus,Grimmsnarl,Flutter Mane,Heatran,Ogerpon,Arcanine,Gholdengo,Tornadus,Urshifu,Iron Hands
1,Sneasler,Urshifu,Rillaboom,Farigiraf,Arcanine,Regieleki,Goodra,Arcanine,Flutter Mane,Iron Bundle,Sinistcha,Dragonite
1,Ogerpon,Sinistcha,Landorus,Tornadus,Urshifu,Iron Hands,Vaporeon,Hatterene,Dragalge,Gallade,Typhlosion,Bombirdier
1,Illumise,Ninetales,Heatran,Conkeldurr,Ogerpon,Brute Bonnet,Slowking,Oranguru,Torkoal,Sylveon,Ting,Sinistcha
1,Tornadus,Arcanine,Iron Hands,Gholdengo,Urshifu,Ogerpon,Cramorant,Cacturne,Ogerpon,Arcanine,Sinistcha,Kommo
1,Iron Hands,Grimmsnarl,Cresselia,Rillaboom,Empoleon,Landorus,Farigiraf,Rillaboom,Chien,Urshifu,Dragonite,Heatran
2,Gholdengo,Iron Hands,Amoonguss,Iron Bundle,Pelipper,Salamence,Urshifu,Lilligant,Torkoal,Ogerpon,Iron Hands,Fezandipiti
1,Chi,Flutter Mane,Landorus,Ogerpon,Amoonguss,Iron Hands,Tornadus,Mienshao,Iron Hands,Ogerpon,Sinistcha,Annihilape
1,Ogerpon,Landorus,Iron Hands,Flutter Mane,Roaring Moon,Gholdengo,Zoroark,Annihilape,Cresselia,Ursaluna,Gyarados,Maushold
2,Armarouge,Urshifu,Talonflame,Indeedee,Maushold,Chien,Urshifu,Arcanine,Tornadus,Rillaboom,Flutter Mane,Ogerpon
1,Flutter Mane,Iron Hands,Heatran,Amoonguss,Landorus,Tornadus,Ogerpon,Landorus,Iron Hands,Flutter Mane,Roaring Moon,Gholdengo
1,Chien,Rillaboom,Arcanine,Tornadus,Flutter Mane,Urshifu,Urshifu,Gholdengo,Thundurus,Roaring Moon,Arcanine,Ogerpon
2,Roaring Moon,Flutter Mane,Arcanine,Iron Hands,Amoonguss,Ogerpon,Piloswine,Empoleon,Roaring Moon,Flutter Mane,Cresselia,Iron Hands
2,Dragonite,Gothitelle,Rillaboom,Urshifu,Ogerpon,Chien,Arcanine,Rillaboom,Tornadus,Flutter Mane,Urshifu,Chien
1,Arcanine,Chien,Rillaboom,Urshifu,Flutter Mane,Iron Hands,Iron Bundle,Kingambit,Amoonguss,Flutter Mane,Landorus,Iron Hands
2,Tornadus,Landorus,Flutter Mane,Ogerpon,Urshifu,Kingambit,Kingambit,Ogerpon,Landorus,Iron Hands,Chi,Flutter Mane
2,Sinistcha,Glastrier,Ursaluna,Urshifu,Delphox,Salamence,Chesnaught,Clefairy,Rillaboom,Arcanine,Farigiraf,Urshifu
1,Indeedee,Torkoal,Armarouge,Ursaluna,Urshifu,Roaring Moon,Annihilape,Arcanine,Ogerpon,Roaring Moon,Cresselia,Flutter Mane
2,Staraptor,Urshifu,Farigiraf,Ursaluna,Scream Tail,Kingambit,Torkoal,Urshifu,Flutter Mane,Farigiraf,Rillaboom,Ursaluna
2,Armarouge,Annihilape,Indeedee,Sneasler,Flutter Mane,Ursaluna,Ogerpon,Urshifu,Tornadus,Landorus,Flutter Mane,Kingambit
2,Empoleon,Rillaboom,Roaring Moon,Moltres,Grimmsnarl,Landorus,Thundurus,Enamorus,Urshifu,Roaring Moon,Ogerpon,Arcanine
1,Indeedee,Armarouge,Ogerpon,Regieleki,Landorus,Baxcalibur,Ogerpon,Landorus,Iron Hands,Flutter Mane,Roaring Moon,Gholdengo
1,Tornadus,Arcanine,Gastrodon,Rillaboom,Chi,Iron Valiant,Flutter Mane,Rillaboom,Chien,Ogerpon,Tornadus,Urshifu
2,Armarouge,Indeedee,Torkoal,Ursaluna,Gallade,Iron Hands,Ninetales,Ogerpon,Baxcalibur,Arcanine,Rillaboom,Gholdengo
1,Fezandipiti,Garganacl,Ogerpon,Ceruledge,Kingambit,Landorus,Oranguru,Indeedee,Decidueye,Ursaluna,Arboliva,Torkoal
2,Chien,Arcanine,Rillaboom,Tornadus,Flutter Mane,Urshifu,Amoonguss,Iron Hands,Arcanine,Roaring Moon,Gholdengo,Milotic
1,Iron Hands,Urshifu,Chien,Farigiraf,Tornadus,Arcanine,Amoonguss,Iron Hands,Arcanine,Roaring Moon,Gholdengo,Milotic
1,Torkoal,Flutter Mane,Ursaluna,Iron Hands,Brute Bonnet,Farigiraf,Dondozo,Tatsugiri,Maushold,Spectrier,Rillaboom,Glimmora
1,Scizor,Tyranitar,Arcanine,Milotic,Sinistcha,Flutter Mane,Sableye,Landorus,Bronzong,Arcanine,Ogerpon,Iron Valiant
2,Arcanine,Flutter Mane,Tornadus,Urshifu,Thundurus,Amoonguss,Tornadus,Flutter Mane,Heatran,Ogerpon,Rillaboom,Landorus
1,Chi,Flutter Mane,Indeedee,Sneasler,Urshifu,Tornadus,Flutter Mane,Kingambit,Amoonguss,Iron Bundle,Landorus,Iron Hands
2,Roaring Moon,Ogerpon,Landorus,Iron Hands,Chi,Flutter Mane,Dragonite,Roaring Moon,Flutter Mane,Annihilape,Armarouge,Indeedee
1,Tornadus,Arcanine,Gastrodon,Rillaboom,Chi,Iron Valiant,Chien,Dondozo,Dragonite,Tatsugiri,Ogerpon,Iron Bundle
2,Tornadus,Urshifu,Flutter Mane,Chien,Kingambit,Iron Hands,Glimmora,Ogerpon,Iron Hands,Gholdengo,Dondozo,Tatsugiri
1,Baxcalibur,Ninetales,Landorus,Zapdos,Heatran,Iron Hands,Sableye,Iron Hands,Baxcalibur,Arcanine,Empoleon,Sinistcha
2,Gholdengo,Landorus,Grimmsnarl,Okidogi,Milotic,Arcanine,Tornadus,Urshifu,Iron Hands,Farigiraf,Chien,Swablu
2,Kingambit,Urshifu,Landorus,Flutter Mane,Ogerpon,Tornadus,Iron Hands,Weezing,Urshifu,Murkrow,Flutter Mane,Rillaboom
1,Arcanine,Rillaboom,Talonflame,Ogerpon,Flutter Mane,Okidogi,Dondozo,Tatsugiri,Rillaboom,Volcarona,Kingambit,Scizor
1,Glimmora,Iron Hands,Dondozo,Ogerpon,Ninetales,Tatsugiri,Clefairy,Farigiraf,Ursaluna,Rillaboom,Urshifu,Heatran
2,Arcanine,Chien,Rillaboom,Urshifu,Flutter Mane,Ogerpon,Indeedee,Armarouge,Ogerpon,Regieleki,Baxcalibur,Dachsbun
1,Iron Bundle,Ogerpon,Landorus,Farigiraf,Iron Hands,Kingambit,Roaring Moon,Weezing,Arcanine,Ogerpon,Urshifu,Gholdengo
1,Dragonite,Chien,Flutter Mane,Landorus,Kingambit,Sinistcha,Kommo,Tyranitar,Rillaboom,Flutter Mane,Arcanine,Cresselia
1,Glimmora,Munkidori,Tatsugiri,Ogerpon,Dondozo,Ninetales,Landorus,Tornadus,Chi,Ogerpon,Flutter Mane,Chien
2,Flutter Mane,Chi,Landorus,Ogerpon,Iron Hands,Kingambit,Basculegion,Talonflame,Annihilape,Flutter Mane,Dragonite,Chien
2,Flutter Mane,Chi,Ogerpon,Landorus,Chien,Dragonite,Arcanine,Rillaboom,Tornadus,Flutter Mane,Urshifu,Chien
1,Dondozo,Tatsugiri,Flutter Mane,Chi,Tornadus,Glimmora,Ursaluna,Armarouge,Indeedee,Torkoal,Hatterene,Ogerpon
2,Iron Hands,Oranguru,Indeedee,Armarouge,Annihilape,Greninja,Urshifu,Chi,Flutter Mane,Iron Hands,Rillaboom,Landorus
2,Farigiraf,Landorus,Urshifu,Arcanine,Iron Bundle,Rillaboom,Annihilape,Maushold,Iron Bundle,Chi,Landorus,Sinistcha
1,Illumise,Chi,Flutter Mane,Landorus,Iron Hands,Ogerpon,Flutter Mane,Iron Bundle,Chi,Sinistcha,Dondozo,Goodra
1,Brambleghast,Roaring Moon,Weezing,Flutter Mane,Urshifu,Heatran,Roaring Moon,Flutter Mane,Dragonite,Chien,Armarouge,Indeedee
1,Kommo,Tyranitar,Rillaboom,Flutter Mane,Arcanine,Iron Bundle,Armarouge,Hawlucha,Indeedee,Stonjourner,Azumarill,Volcarona
1,Sableye,Landorus,Glastrier,Ninetales,Bronzong,Arcanine,Kingambit,Ursaluna,Dragonite,Iron Hands,Sinistcha,Oranguru
2,Ninetales,Dondozo,Tatsugiri,Iron Hands,Glimmora,Tornadus,Ogerpon,Dondozo,Tatsugiri,Flutter Mane,Glimmora,Urshifu
1,Ninetales,Milotic,Baxcalibur,Tornadus,Glimmora,Annihilape,Grimmsnarl,Moltres,Sinistcha,Landorus,Goodra,Heatran
1,Ninetales,Urshifu,Ursaluna,Annihilape,Oranguru,Ogerpon,Dragonite,Chien,Dondozo,Tatsugiri,Flutter Mane,Chi
1,Okidogi,Landorus,Scizor,Ninetales,Baxcalibur,Chandelure,Wo,Landorus,Farigiraf,Enamorus,Roaring Moon,Heatran
1,Urshifu,Flutter Mane,Ogerpon,Tornadus,Iron Hands,Kingambit,Okidogi,Ogerpon,Chi,Landorus,Baxcalibur,Ninetales
1,Urshifu,Tornadus,Chien,Flutter Mane,Amoonguss,Dragonite,Arcanine,Breloom,Roaring Moon,Farigiraf,Empoleon,Flutter Mane
1,Armarouge,Indeedee,Ninetales,Victreebel,Roaring Moon,Flutter Mane,Landorus,Rillaboom,Heatran,Spectrier,Zapdos,Urshifu
1,Annihilape,Maushold,Sylveon,Amoonguss,Arcanine,Iron Bundle,Ogerpon,Landorus,Flutter Mane,Moltres,Iron Hands,Grimmsnarl
2,Chi,Landorus,Kingambit,Flutter Mane,Iron Hands,Ogerpon,Carbink,Sinistcha,Crawdaunt,Farigiraf,Iron Hands,Salamence
1,Tornadus,Flutter Mane,Rillaboom,Ogerpon,Urshifu,Landorus,Gholdengo,Urshifu,Iron Hands,Roaring Moon,Arcanine,Rillaboom
2,Ogerpon,Chien,Rillaboom,Landorus,Empoleon,Sinistcha,Ursaluna,Murkrow,Amoonguss,Maushold,Arcanine,Ogerpon
